Summary,Precipitation Type,Temperature,Humidity
Partly Cloudy,rain,22.6,0.65
Partly Cloudy,rain,21.0,0.56
Mostly Cloudy,rain,16.8,0.78
Partly Cloudy,rain,22.6,0.34
Overcast,rain,16.5,0.79
Clear,rain,25.6,0.58
Foggy,rain,3.1,0.99
Partly Cloudy,rain,22.2,0.46
Mostly Cloudy,rain,6.9,0.81
Overcast,rain,3.4,0.89
Overcast,rain,8.2,0.82
Mostly Cloudy,rain,19.5,0.86
Foggy,rain,12.3,0.91
Overcast,rain,1.0,0.92
Mostly Cloudy,rain,22.7,0.49
Foggy,rain,4.0,0.92
Overcast,rain,2.2,0.92
Mostly Cloudy,rain,3.0,0.83
Mostly Cloudy,rain,12.9,0.69
Foggy,rain,6.7,0.93
Overcast,rain,3.5,0.92
Partly Cloudy,rain,17.0,0.65
Mostly Cloudy,rain,7.6,0.9
Partly Cloudy,rain,9.5,0.93
Clear,rain,7.8,0.87
Foggy,rain,0.0,1.0
Partly Cloudy,rain,23.2,0.42
Overcast,rain,0.6,0.78
Overcast,rain,7.2,0.93
Foggy,rain,12.0,0.96
Mostly Cloudy,rain,22.2,0.55
Mostly Cloudy,rain,10.1,0.77
Partly Cloudy,rain,25.9,0.64
Partly Cloudy,rain,17.5,0.62
Mostly Cloudy,rain,12.8,0.71
Partly Cloudy,rain,13.9,0.85
Partly Cloudy,rain,4.6,0.91
Mostly Cloudy,rain,15.0,0.83
Partly Cloudy,rain,17.6,0.61
Mostly Cloudy,rain,14.0,0.88
Overcast,rain,6.3,0.85
Partly Cloudy,rain,10.4,0.82
Partly Cloudy,rain,27.1,0.51
Mostly Cloudy,rain,7.7,0.89
Partly Cloudy,rain,16.2,0.7
Mostly Cloudy,rain,12.2,0.71
Mostly Cloudy,rain,16.9,0.53
Partly Cloudy,rain,26.1,0.5
Clear,rain,27.2,0.26
Partly Cloudy,rain,6.3,0.83
Mostly Cloudy,rain,6.1,0.65
Partly Cloudy,rain,7.8,0.53
Partly Cloudy,rain,11.4,0.83
Partly Cloudy,rain,21.5,0.67
Mostly Cloudy,rain,20.0,0.57
Partly Cloudy,rain,15.9,0.38
Partly Cloudy,rain,21.0,0.71
Mostly Cloudy,rain,17.8,0.85
Partly Cloudy,rain,32.8,0.35
Partly Cloudy,rain,6.4,0.8
Clear,rain,30.0,0.34
Mostly Cloudy,rain,9.0,0.93
Breezy and Partly Cloudy,rain,7.2,0.71
Foggy,rain,1.6,0.93
Partly Cloudy,rain,8.8,0.66
Clear,rain,10.7,0.86
Mostly Cloudy,rain,1.0,0.79
Mostly Cloudy,rain,16.2,0.55
Mostly Cloudy,rain,23.6,0.61
Partly Cloudy,rain,31.1,0.32
Mostly Cloudy,rain,15.1,0.8
Partly Cloudy,rain,27.2,0.51
Foggy,rain,5.8,0.91
Mostly Cloudy,rain,16.1,0.94
Clear,rain,3.3,0.93
Mostly Cloudy,rain,16.9,0.73
Partly Cloudy,rain,6.0,0.76
Foggy,rain,1.1,1.0
Overcast,rain,12.1,0.8
Partly Cloudy,rain,23.8,0.7
Overcast,rain,10.6,0.89
Mostly Cloudy,rain,3.7,0.77
Mostly Cloudy,rain,11.6,0.84
Mostly Cloudy,rain,22.1,0.38
Mostly Cloudy,rain,23.8,0.67
Overcast,rain,12.7,0.72
Partly Cloudy,rain,9.0,0.79
Overcast,rain,8.0,0.93
Clear,rain,6.7,0.81
Mostly Cloudy,rain,17.0,0.75
Partly Cloudy,rain,21.1,0.38
Partly Cloudy,rain,24.8,0.51
Partly Cloudy,rain,22.3,0.35
Mostly Cloudy,rain,17.7,0.56
Overcast,rain,15.0,0.83
Mostly Cloudy,rain,19.6,0.67
Mostly Cloudy,rain,11.6,0.77
Clear,rain,9.4,0.89
Mostly Cloudy,rain,7.6,0.73
Mostly Cloudy,rain,2.2,0.91
Partly Cloudy,rain,26.1,0.5
Mostly Cloudy,rain,9.3,0.64
Overcast,rain,15.0,0.86
Partly Cloudy,rain,12.2,0.74
Partly Cloudy,rain,19.9,0.74
Clear,rain,15.8,0.55
Mostly Cloudy,rain,12.6,0.7
Mostly Cloudy,rain,14.9,0.63
Mostly Cloudy,rain,24.1,0.67
Mostly Cloudy,rain,10.0,0.77
Mostly Cloudy,rain,17.3,0.44
Clear,rain,1.2,0.93
Mostly Cloudy,rain,7.8,0.89
Clear,rain,10.2,0.57
Partly Cloudy,rain,26.0,0.47
Mostly Cloudy,rain,4.8,0.66
Partly Cloudy,rain,30.0,0.34
Mostly Cloudy,rain,23.8,0.49
Mostly Cloudy,rain,3.3,0.85
Foggy,rain,4.0,0.99
Clear,rain,25.5,0.49
Foggy,rain,3.2,0.96
Overcast,rain,4.1,0.88
Partly Cloudy,rain,2.3,0.72
Partly Cloudy,rain,27.9,0.39
Overcast,rain,2.7,0.95
Partly Cloudy,rain,7.6,0.48
Mostly Cloudy,rain,2.7,0.83
Mostly Cloudy,rain,25.0,0.58
Partly Cloudy,rain,4.3,0.82
Partly Cloudy,rain,9.9,0.93
Mostly Cloudy,rain,2.7,0.86
Partly Cloudy,rain,6.1,0.76
Mostly Cloudy,rain,18.5,0.63
Partly Cloudy,rain,31.2,0.54
Partly Cloudy,rain,19.5,0.68
Partly Cloudy,rain,16.1,0.72
Mostly Cloudy,rain,6.0,0.87
Clear,rain,16.1,0.93
Partly Cloudy,rain,0.1,0.86
Partly Cloudy,rain,14.9,0.51
Clear,rain,22.3,0.72
Partly Cloudy,rain,9.9,0.96
Partly Cloudy,rain,9.3,0.74
Mostly Cloudy,rain,12.1,0.53
Foggy,rain,7.6,1.0
Mostly Cloudy,rain,5.6,0.55
Clear,rain,18.7,0.82
Mostly Cloudy,rain,5.0,0.7
Foggy,rain,5.4,0.99
Partly Cloudy,rain,17.7,0.46
Partly Cloudy,rain,15.0,0.68
Overcast,rain,21.0,0.81
Partly Cloudy,rain,13.9,0.72
Partly Cloudy,rain,34.0,0.46
Partly Cloudy,rain,13.2,1.0
Partly Cloudy,rain,7.1,0.66
Mostly Cloudy,rain,0.9,0.93
Mostly Cloudy,rain,14.9,0.87
Mostly Cloudy,rain,18.9,0.79
Mostly Cloudy,rain,2.8,0.88
Partly Cloudy,rain,17.8,0.87
Mostly Cloudy,rain,18.8,0.35
Partly Cloudy,rain,12.0,0.81
Partly Cloudy,rain,30.0,0.42
Mostly Cloudy,rain,17.2,0.87
Partly Cloudy,rain,19.8,0.53
Partly Cloudy,rain,30.8,0.35
Clear,rain,12.8,0.78
Mostly Cloudy,rain,7.7,0.89
Partly Cloudy,rain,17.0,0.56
Mostly Cloudy,rain,17.2,0.93
Mostly Cloudy,rain,8.5,0.73
Overcast,rain,12.2,0.74
Clear,rain,4.2,0.75
Mostly Cloudy,rain,15.9,0.45
Mostly Cloudy,rain,11.1,0.46
Mostly Cloudy,rain,7.3,0.85
Partly Cloudy,rain,11.0,0.78
Mostly Cloudy,rain,22.7,0.53
Partly Cloudy,rain,4.9,0.96
Overcast,rain,3.0,0.88
Mostly Cloudy,rain,7.7,0.89
Mostly Cloudy,rain,22.8,0.38
Clear,rain,24.6,0.64
Partly Cloudy,rain,20.0,0.48
Partly Cloudy,rain,14.4,0.57
Partly Cloudy,rain,1.9,0.86
Clear,rain,2.8,0.89
Partly Cloudy,rain,18.4,0.87
Mostly Cloudy,rain,2.0,0.61
Mostly Cloudy,rain,2.3,0.85
Overcast,rain,12.8,0.59
Partly Cloudy,rain,13.9,0.9
Partly Cloudy,rain,19.1,0.55
Partly Cloudy,rain,20.0,0.73
Overcast,rain,19.9,0.83
Mostly Cloudy,rain,12.7,0.72
Mostly Cloudy,rain,15.0,0.87
Partly Cloudy,rain,9.5,0.99
Mostly Cloudy,rain,0.7,0.9
Mostly Cloudy,rain,13.7,0.8
Clear,rain,27.3,0.33
Clear,rain,16.2,0.81
Mostly Cloudy,rain,17.2,0.92
Mostly Cloudy,rain,2.8,0.85
Overcast,rain,2.2,0.87
Partly Cloudy,rain,2.1,0.7
Foggy,rain,2.4,1.0
Partly Cloudy,rain,16.1,0.17
Mostly Cloudy,rain,8.6,0.79
Mostly Cloudy,rain,12.3,0.65
Partly Cloudy,rain,19.7,0.54
Partly Cloudy,rain,29.9,0.58
Partly Cloudy,rain,17.5,0.48
Partly Cloudy,rain,17.8,0.63
Clear,rain,10.0,0.86
Clear,rain,20.2,0.6
Partly Cloudy,rain,12.1,0.96
Mostly Cloudy,rain,16.1,0.77
Mostly Cloudy,rain,5.0,0.86
Clear,rain,32.2,0.45
Partly Cloudy,rain,32.8,0.23
Partly Cloudy,rain,3.0,0.56
Mostly Cloudy,rain,26.0,0.3
Partly Cloudy,rain,18.8,0.68
Partly Cloudy,rain,14.9,0.96
Partly Cloudy,rain,17.0,0.55
Mostly Cloudy,rain,2.8,0.82
Partly Cloudy,rain,15.9,0.68
Overcast,rain,12.8,0.85
Mostly Cloudy,rain,1.5,0.96
Partly Cloudy,rain,16.2,0.58
Partly Cloudy,rain,20.1,0.75
Partly Cloudy,rain,27.7,0.53
Foggy,rain,7.2,1.0
Clear,rain,15.0,0.93
Clear,rain,5.0,0.79
Partly Cloudy,rain,26.1,0.47
Partly Cloudy,rain,1.4,0.75
Mostly Cloudy,rain,20.0,0.28
Partly Cloudy,rain,21.0,0.79
Overcast,rain,7.8,0.88
Mostly Cloudy,rain,22.8,0.41
Mostly Cloudy,rain,17.5,0.84
Mostly Cloudy,rain,22.7,0.54
Mostly Cloudy,rain,17.0,0.88
Overcast,rain,18.9,0.9
Partly Cloudy,rain,32.2,0.39
Foggy,rain,12.8,0.95
Mostly Cloudy,rain,3.9,0.89
Partly Cloudy,rain,20.7,0.59
Overcast,rain,13.8,0.72
Clear,rain,7.2,0.81
Overcast,rain,16.0,0.93
Clear,rain,1.7,0.85
Mostly Cloudy,rain,10.1,0.7
Overcast,rain,12.8,0.9
Clear,rain,21.2,0.54
Partly Cloudy,rain,25.9,0.32
Mostly Cloudy,rain,6.2,0.85
Overcast,rain,8.9,0.93
Mostly Cloudy,rain,27.8,0.49
Mostly Cloudy,rain,22.8,0.7
Mostly Cloudy,rain,19.4,0.87
Partly Cloudy,rain,29.9,0.38
Partly Cloudy,rain,17.8,0.73
Overcast,rain,9.2,0.93
Mostly Cloudy,rain,11.4,0.9
